type/divioisn and Data,2019--12--01 2019--12--04,2019--12--05 2019--12--08,2019--12--09 2019--12--12,2019--12--13 2019--12--16,2019--12--17 2019--12--20,2019--12--21 2019--12--24,2019--12--25 2019--12--28,2019--12--29 2020--01--01,2020--01--02 2020--01--08,Median,Standard Deviation,
Active,0,0,0,0,0,0,0,0,2,0,0.6285393610547089
Canceled,0,0,0,0,0,0,0,0,0,0,0.0
Frozen,0,0,0,0,0,0,0,0,0,0,0.0
Done,0,0,0,0,0,0,0,0,0,0,0.0
WorkDays,0,0,0,0,0,0,0,0,14,0,4.399775527382962
