type/divioisn and Data,2020--01--01,2020--01--02,2020--01--03,Median,Standard Deviation,
Active,2,2,2,2,0.0
Canceled,0,0,0,0,0.0
Frozen,0,0,0,0,0.0
Done,0,0,0,0,0.0
WorkDays,2,2,2,2,0.0
