type/divioisn and Data,2019--12--02 2019--12--05,2019--12--06 2019--12--09,2019--12--10 2019--12--13,2019--12--14 2019--12--17,2019--12--18 2019--12--21,2019--12--22 2019--12--25,2019--12--26 2019--12--29,2019--12--30 2020--01--02,2020--01--03 2020--01--06,2020--01--07 2020--01--10,2020--01--11 2020--01--16,Median,Standard Deviation,
Active,0,0,0,0,0,0,0,0,2,1,1,0,0.642824346533225
Canceled,0,0,0,0,0,0,0,0,0,1,5,0,1.4373989364401725
Frozen,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Done,0,0,0,0,0,0,0,0,0,3,15,0,4.312196809320517
WorkDays,0,0,0,0,0,0,0,2,8,6,8,0,3.2422826363867285
