type/divioisn and Data,2019--11--20 2019--11--24,2019--11--25 2019--11--29,2019--11--30 2019--12--04,2019--12--05 2019--12--09,2019--12--10 2019--12--14,2019--12--15 2019--12--19,2019--12--20 2019--12--24,2019--12--25 2019--12--29,2019--12--30 2020--01--03,2020--01--04 2020--01--08,2020--01--09 2020--01--16,Median,Standard Deviation,
Active,0,0,0,0,0,0,0,0,0,2,1,0,0.616575453011388
Canceled,0,0,0,0,0,0,0,0,0,0,5,0,1.4373989364401727
Frozen,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Done,0,0,0,0,0,0,0,0,0,0,15,0,4.312196809320517
WorkDays,0,0,0,0,0,0,0,0,4,10,12,0,4.2484805256537905
